Complaint_ID,Complaint_Date,Customer_ID,Product_ID,Employee_ID,Region_ID,Complaint_Type,Priority,Status,SLA_Hours,Resolution_Hours,Customer_Rating
CMP000590,2025-10-10,C00307,P0079,E0064,R007,Refund Delay,Medium,Closed,72,115,4
CMP000591,2025-12-17,C00176,P0147,E0102,R008,Product Quality,High,Closed,72,129,2
CMP000592,2026-07-05,C00519,P0142,E0015,R008,Wrong Product,Medium,Closed,72,79,2
CMP000593,2025-12-30,C00152,P0056,E0070,R004,Billing Issue,Low,Open,48,19,
CMP000594,2025-11-16,C00259,P0044,E0050,R005,Delivery Delay,Critical,Closed,24,97,3
CMP000595,2026-05-03,C00514,P0071,E0035,R002,Billing Issue,Medium,Pending,24,23,
CMP000596,2026-01-06,C00357,P0128,E0101,R005,Delivery Delay,Medium,Closed,48,111,1
CMP000597,2025-08-13,C00465,P0076,E0116,R008,Refund Delay,Low,Closed,24,29,4
CMP000598,2026-07-16,C00569,P0021,E0046,R004,Damaged Product,Medium,Closed,72,39,5
CMP000599,2025-11-03,C00471,P0021,E0058,R008,Product Quality,Medium,Closed,48,43,2
CMP000600,2025-12-15,C00378,P0044,E0059,R006,Damaged Product,Low,Closed,24,17,2
CMP000601,2025-09-28,C00019,P0093,E0045,R003,Product Quality,High,Closed,72,18,5
CMP000602,2025-07-07,C00034,P0150,E0019,R002,Product Quality,Critical,Closed,24,89,4
CMP000603,2025-08-13,C00549,P0144,E0007,R002,Billing Issue,Critical,Closed,48,48,5
CMP000604,2026-07-16,C00216,P0068,E0022,R003,Damaged Product,Medium,Closed,24,59,1
CMP000605,2026-08-13,C00588,P0092,E0013,R004,Product Quality,Critical,Closed,24,125,4
CMP000606,2026-01-24,C00360,P0147,E0049,R006,Damaged Product,Low,Closed,24,83,2
CMP000607,2026-06-01,C00373,P0109,E0026,R006,Delivery Delay,Medium,Closed,24,117,5
CMP000608,2026-04-22,C00416,P0112,E0021,R001,Billing Issue,Medium,Closed,72,14,2
CMP000610,2026-05-04,C00287,P0069,E0086,R008,Wrong Product,Critical,Closed,24,53,4
CMP000611,2025-07-31,C00569,P0059,E0015,R008,Wrong Product,Critical,Pending,24,93,
CMP000612,2025-10-13,C00357,P0059,E0040,R005,Delivery Delay,Medium,Open,24,42,
CMP000613,2025-06-19,C00169,P0126,E0002,R002,Damaged Product,High,Closed,72,15,3
CMP000614,2025-07-21,C00314,P0117,E0119,R002,Wrong Product,Critical,Closed,48,123,3
CMP000615,2026-08-14,C00379,P0046,E0034,R001,Refund Delay,Medium,Closed,48,17,1
CMP000616,2025-07-15,C00008,P0070,E0069,R007,Refund Delay,High,Closed,24,56,1
CMP000617,2025-11-03,C00490,P0072,E0011,R008,Wrong Product,Critical,Pending,72,33,
CMP000618,2026-01-09,C00283,P0119,E0036,R004,Damaged Product,Low,Closed,72,119,2
CMP000619,2025-07-31,C00539,P0148,E0107,R005,Damaged Product,High,Closed,48,126,5
CMP000620,2025-06-24,C00173,P0079,E0013,R004,Damaged Product,Critical,Closed,48,139,5
CMP000621,2026-07-28,C00145,P0067,E0073,R006,Billing Issue,Critical,Pending,48,92,
CMP000622,2026-03-19,C00563,P0075,E0089,R008,Billing Issue,Critical,Closed,24,7,2
CMP000623,2025-10-13,C00016,P0029,E0095,R005,Damaged Product,High,Closed,48,19,2
CMP000624,2025-08-08,C00072,P0073,E0048,R005,Damaged Product,High,Closed,24,11,3
CMP000625,2025-07-01,C00244,P0030,E0002,R002,Product Quality,Critical,Closed,24,71,2
CMP000626,2025-08-22,C00519,P0007,E0097,R001,Billing Issue,Medium,Closed,72,29,1
CMP000627,2026-01-31,C00003,P0064,E0114,R003,Wrong Product,High,Open,24,16,
CMP000628,2026-03-18,C00250,P0110,E0099,R008,Refund Delay,Low,Pending,72,14,
CMP000629,2026-08-09,C00100,P0022,E0022,R003,Damaged Product,Low,Closed,48,68,4
CMP000630,2025-09-26,C00347,P0028,E0044,R001,Wrong Product,Low,Pending,24,20,
CMP000631,2025-12-27,C00581,P0065,E0011,R008,Delivery Delay,Low,Closed,72,25,1
CMP000632,2026-02-26,C00047,P0135,E0030,R003,Damaged Product,Critical,Pending,48,18,
CMP000633,2026-07-06,C00029,P0056,E0098,R003,Wrong Product,Medium,Closed,24,114,2
CMP000634,2026-03-20,C00444,P0101,E0021,R001,Product Quality,Low,Closed,72,130,1
CMP000635,2026-04-30,C00132,P0012,E0067,R007,Refund Delay,High,Closed,24,99,4
CMP000636,2025-08-23,C00471,P0025,E0097,R001,Product Quality,Critical,Closed,48,136,2
CMP000637,2025-12-06,C00169,P0065,E0011,R008,Billing Issue,Critical,Closed,48,40,3
CMP000638,2025-10-17,C00250,P0079,E0019,R002,Product Quality,Critical,Closed,24,102,3
CMP000639,2025-11-08,C00106,P0019,E0086,R008,Product Quality,High,Closed,48,116,5
CMP000640,2025-06-24,C00562,P0043,E0036,R004,Delivery Delay,Critical,Closed,48,97,5
CMP000641,2025-10-23,C00198,P0130,E0018,R003,Wrong Product,Low,Pending,24,105,
CMP000642,2025-08-08,C00006,P0123,E0049,R006,Wrong Product,Medium,Closed,48,47,5
CMP000643,2025-09-26,C00027,P0037,E0024,R002,Billing Issue,Medium,Closed,48,18,5
CMP000644,2026-02-09,C00491,P0013,E0018,R003,Wrong Product,Medium,Closed,72,38,2
CMP000645,2025-10-11,C00165,P0037,E0096,R007,Wrong Product,High,Closed,48,108,3
CMP000646,2025-12-16,C00466,P0039,E0106,R007,Billing Issue,Critical,Closed,24,133,5
CMP000647,2026-03-19,C00175,P0126,E0018,R003,Billing Issue,Low,Closed,72,133,5
CMP000648,2026-05-02,C00083,P0128,E0062,R007,Product Quality,Low,Closed,72,97,2
CMP000649,2026-02-10,C00457,P0019,E0039,R005,Wrong Product,Low,Closed,48,34,1
CMP000650,2025-10-20,C00349,P0136,E0027,R008,Refund Delay,High,Closed,48,44,5
CMP000651,2026-02-11,C00101,P0123,E0074,R005,Refund Delay,Critical,Closed,48,138,1
CMP000652,2026-01-21,C00228,P0110,E0011,R008,Damaged Product,Critical,Closed,48,108,5
CMP000653,2025-08-15,C00114,P0118,E0095,R005,Refund Delay,Medium,Closed,72,124,3
CMP000654,2025-09-27,C00583,P0022,E0071,R007,Wrong Product,Critical,Closed,24,87,3
CMP000655,2026-01-25,C00019,P0110,E0087,R002,Damaged Product,Critical,Open,48,71,
CMP000656,2025-11-03,C00581,P0019,E0068,R007,Wrong Product,High,Closed,72,130,1
CMP000657,2025-08-02,C00283,P0144,E0103,R001,Product Quality,Critical,Pending,24,87,
CMP000658,2025-12-08,C00364,P0145,E0092,R003,Delivery Delay,Medium,Closed,24,132,4
CMP000659,2025-09-04,C00352,P0084,E0045,R003,Refund Delay,Critical,Closed,24,81,2
CMP000660,2026-01-03,C00559,P0032,E0120,R002,Refund Delay,Medium,Closed,24,86,5
CMP000661,2025-06-30,C00591,P0027,E0029,R006,Damaged Product,Medium,Closed,72,66,2
CMP000662,2026-04-22,C00337,P0021,E0095,R005,Billing Issue,High,Closed,48,30,3
CMP000663,2025-06-06,C00259,P0055,E0080,R001,Wrong Product,Critical,Open,48,35,
CMP000664,2026-04-14,C00330,P0127,E0070,R004,Billing Issue,High,Closed,72,84,4
CMP000665,2026-02-19,C00335,P0002,E0060,R001,Product Quality,Low,Closed,24,7,3
CMP000666,2025-08-23,C00556,P0077,E0098,R003,Billing Issue,Medium,Closed,24,78,5
CMP000667,2025-11-14,C00503,P0090,E0084,R006,Billing Issue,Low,Open,48,119,
CMP000668,2025-06-22,C00087,P0107,E0011,R008,Delivery Delay,High,Pending,72,74,
CMP000669,2026-03-12,C00356,P0102,E0064,R007,Product Quality,Low,Open,24,83,
CMP000670,2026-08-28,C00068,P0052,E0027,R008,Wrong Product,Low,Closed,72,14,3
CMP000671,2025-08-18,C00075,P0144,E0101,R005,Wrong Product,Critical,Closed,48,33,2
CMP000672,2025-10-28,C00301,P0003,E0050,R005,Product Quality,High,Open,72,138,
CMP000673,2025-12-03,C00066,P0011,E0094,R002,Wrong Product,High,Closed,24,29,2
CMP000674,2026-01-02,C00082,P0049,E0052,R007,Billing Issue,Medium,Pending,48,39,
CMP000675,2026-04-20,C00001,P0127,E0117,R004,Wrong Product,Critical,Open,24,78,
CMP000676,2026-01-17,C00117,P0026,E0051,R006,Product Quality,Low,Closed,24,63,4
CMP000677,2026-02-15,C00579,P0031,E0068,R007,Refund Delay,Critical,Closed,48,66,4
CMP000678,2025-10-01,C00420,P0055,E0059,R006,Billing Issue,Low,Closed,24,105,2
CMP000679,2025-06-05,C00495,P0145,E0018,R003,Damaged Product,Critical,Closed,72,82,2
CMP000680,2026-07-01,C00360,P0047,E0069,R007,Wrong Product,Low,Closed,24,92,4
CMP000681,2025-07-01,C00339,P0130,E0006,R002,Delivery Delay,Low,Closed,72,122,5
CMP000682,2026-08-03,C00366,P0135,E0072,R001,Wrong Product,Critical,Closed,48,95,3
CMP000683,2025-07-18,C00477,P0125,E0045,R003,Refund Delay,Low,Closed,24,139,1
CMP000684,2025-08-29,C00290,P0055,E0102,R008,Billing Issue,Low,Closed,24,140,4
CMP000685,2026-03-30,C00099,P0028,E0054,R004,Billing Issue,High,Closed,24,38,5
CMP000686,2025-09-20,C00247,P0149,E0095,R005,Product Quality,Critical,Open,24,47,
CMP000687,2025-07-12,C00353,P0130,E0023,R004,Billing Issue,Critical,Closed,72,57,4
CMP000688,2026-03-30,C00600,P0094,E0118,R007,Product Quality,High,Pending,48,35,
CMP000689,2026-04-21,C00535,P0032,E0101,R005,Delivery Delay,High,Closed,48,130,5
CMP000690,2026-06-26,C00406,P0096,E0098,R003,Billing Issue,Low,Closed,24,120,1
CMP000691,2026-02-22,C00005,P0124,E0092,R003,Damaged Product,Medium,Closed,24,131,5
CMP000692,2026-08-31,C00014,P0065,E0054,R004,Refund Delay,Medium,Closed,72,140,2
CMP000693,2026-03-04,C00093,P0047,E0109,R001,Product Quality,Medium,Closed,48,10,4
CMP000694,2026-05-10,C00036,P0103,E0108,R002,Wrong Product,Medium,Closed,48,122,5
CMP000695,2025-10-28,C00112,P0046,E0101,R005,Refund Delay,Low,Closed,48,67,4
CMP000696,2026-06-18,C00575,P0027,E0018,R003,Billing Issue,Low,Closed,72,26,1
CMP000697,2026-02-21,C00047,P0113,E0058,R008,Delivery Delay,Critical,Open,48,31,
CMP000698,2025-12-14,C00329,P0028,E0057,R001,Billing Issue,Low,Closed,72,67,2
CMP000699,2025-07-09,C00250,P0094,E0075,R001,Wrong Product,Medium,Open,24,27,
CMP000700,2026-03-19,C00008,P0058,E0067,R007,Billing Issue,Medium,Closed,24,109,1
